Sat Jun 10 01:23:23 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.4375, loss_tr: 20923, loss_t: 17899.6, testing: 0.166667, t2y: 0.5
seq3, epoch5, step: 400, training: 1, loss_tr: 719.896, loss_t: 2411.74, testing: 0.777778, t2y: 0.833333
seq3, epoch5, step: 410, training: 1, loss_tr: 652.497, loss_t: 2520.86, testing: 0.722222, t2y: 0.833333
seq3, epoch5, step: 420, training: 0.9375, loss_tr: 128.417, loss_t: 2516.57, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 430, training: 0.9375, loss_tr: 128.417, loss_t: 2375.63, testing: 0.722222, t2y: 0.833333
seq3, epoch5, step: 440, training: 0.9375, loss_tr: 160.318, loss_t: 2298.59, testing: 0.777778, t2y: 0.833333
seq3, epoch5, step: 450, training: 1, loss_tr: 513.52, loss_t: 2178.85, testing: 0.833333, t2y: 0.833333
seq3, epoch5, step: 460, training: 0.9375, loss_tr: 551.599, loss_t: 1962.08, testing: 0.833333, t2y: 1
seq3, epoch5, step: 470, training: 1, loss_tr: 585.986, loss_t: 2092.56, testing: 0.833333, t2y: 0.833333
seq3, epoch6, step: 480, training: 1, loss_tr: 265.092, loss_t: 2277.17, testing: 0.833333, t2y: 0.833333
seq3, epoch6, step: 490, training: 1, loss_tr: 339.208, loss_t: 2496.03, testing: 0.833333, t2y: 0.833333
seq3, epoch6, step: 500, training: 1, loss_tr: 208.196, loss_t: 2265.58, testing: 0.833333, t2y: 0.833333
seq3, epoch6, step: 510, training: 0.9375, loss_tr: 269.017, loss_t: 1993.24, testing: 0.833333, t2y: 1
 
The list of Classification Accuracy: [1.0, 1.0, 0.83333333333333337]
 [1.0, 1.0, 1.0]
 Mean Classification Accuracy is 0.944444444444, and top2 mean accuracy is 1.0
__________________________________________________________________________________________________
 
-------------------------------------------------------------------------
---------------------------- RUN 3 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 30216.3, loss_t: 31548.8, testing: 0.166667, t2y: 0.666667
seq1, epoch0, step: 10, training: 0.4375, loss_tr: 26233.3, loss_t: 26540.7, testing: 0.222222, t2y: 0.5
seq1, epoch0, step: 20, training: 0.4375, loss_tr: 21699.9, loss_t: 17511.2, testing: 0.277778, t2y: 1
seq1, epoch0, step: 30, training: 0.1875, loss_tr: 17127.2, loss_t: 12393.1, testing: 0.333333, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.3125, loss_tr: 14273.9, loss_t: 10165.9, testing: 0.333333, t2y: 0.666667
seq1, epoch0, step: 50, training: 0.625, loss_tr: 12736.7, loss_t: 10721.6, testing: 0.333333, t2y: 0.833333
seq1, epoch0, step: 60, training: 0.6875, loss_tr: 9821.89, loss_t: 6272.15, testing: 0.388889, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.625, loss_tr: 10827.3, loss_t: 3851.07, testing: 0.444444, t2y: 1
seq1, epoch1, step: 80, training: 0.4375, loss_tr: 9907.14, loss_t: 2991.46, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 90, training: 0.6875, loss_tr: 11157, loss_t: 2564.89, testing: 0.444444, t2y: 1
seq1, epoch1, step: 100, training: 0.625, loss_tr: 9765.19, loss_t: 1917.86, testing: 0.444444, t2y: 1
seq1, epoch1, step: 110, training: 0.6875, loss_tr: 8148.35, loss_t: 1266.78, testing: 0.5, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.75, loss_tr: 5034.94, loss_t: 902.339, testing: 0.611111, t2y: 0.833333
seq1, epoch1, step: 130, training: 0.8125, loss_tr: 2747.8, loss_t: 693.157, testing: 0.666667, t2y: 1
seq1, epoch1, step: 140, training: 1, loss_tr: 2780.39, loss_t: 161.407, testing: 0.777778, t2y: 1
seq1, epoch1, step: 150, training: 0.75, loss_tr: 3059.59, loss_t: 58.2319, testing: 0.833333, t2y: 1
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 3238.22, loss_t: 235.304, testing: 0.888889, t2y: 1
seq1, epoch2, step: 170, training: 0.9375, loss_tr: 2002.42, loss_t: 235.304, testing: 0.888889, t2y: 1
seq1, epoch2, step: 180, training: 0.9375, loss_tr: 2059.89, loss_t: 180.823, testing: 0.944444, t2y: 1
seq1, epoch2, step: 190, training: 0.9375, loss_tr: 2215.28, loss_t: 189.533, testing: 0.944444, t2y: 0.833333
seq1, epoch2, step: 200, training: 1, loss_tr: 3110.84, loss_t: 189.533, testing: 0.944444, t2y: 1
seq1, epoch2, step: 210, training: 0.8125, loss_tr: 2506.15, loss_t: 189.533, testing: 0.888889, t2y: 1
seq1, epoch2, step: 220, training: 0.875, loss_tr: 2705.58, loss_t: 54.2468, testing: 0.888889, t2y: 0.833333
seq1, epoch2, step: 230, training: 0.9375, loss_tr: 1943.49, loss_t: 54.2468, testing: 0.888889, t2y: 1
seq1, epoch3, step: 240, training: 0.8125, loss_tr: 2225.18, loss_t: 54.2468, testing: 0.888889, t2y: 1
seq1, epoch3, step: 250, training: 1, loss_tr: 1511.14, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch3, step: 260, training: 1, loss_tr: 1503.07, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 926.045, loss_t: 0, testing: 1, t2y: 1
seq1, epoch3, step: 280, training: 1, loss_tr: 707.491, loss_t: 0, testing: 1, t2y: 1
seq1, epoch3, step: 290, training: 1, loss_tr: 320.77, loss_t: 0, testing: 1, t2y: 1
seq1, epoch3, step: 300, training: 1, loss_tr: 769.777, loss_t: 0, testing: 1, t2y: 1
seq1, epoch3, step: 310, training: 1, loss_tr: 939.871, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 320, training: 0.9375, loss_tr: 1215.95, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 330, training: 1, loss_tr: 940.192, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 340, training: 1, loss_tr: 646.556, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 350, training: 0.9375, loss_tr: 1011.75, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 360, training: 0.9375, loss_tr: 766.074, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 370, training: 1, loss_tr: 794.111, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 380, training: 1, loss_tr: 557.057, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 390, training: 1, loss_tr: 686.561, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 400, training: 0.9375, loss_tr: 815.721, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 410, training: 0.9375, loss_tr: 527.651, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 420, training: 0.9375, loss_tr: 312.882, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 116.153, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 440, training: 1, loss_tr: 23.4492, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 28.7536, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 460, training: 0.9375, loss_tr: 134.519, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 470, training: 1, loss_tr: 111.069, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 480, training: 0.9375, loss_tr: 152.205, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 490, training: 0.9375, loss_tr: 194.32, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 500, training: 1, loss_tr: 375.141, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 510, training: 1, loss_tr: 328.701, loss_t: 0, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.1875, loss_tr: 16238.5, loss_t: 15458, testing: 0.166667, t2y: 0.333333
seq2, epoch0, step: 10, training: 0.1875, loss_tr: 19842, loss_t: 12118.6, testing: 0.166667, t2y: 0.666667
seq2, epoch0, step: 20, training: 0.3125, loss_tr: 19822.8, loss_t: 12949.9, testing: 0.222222, t2y: 0.333333
seq2, epoch0, step: 30, training: 0.1875, loss_tr: 17950, loss_t: 10371.1, testing: 0.277778, t2y: 0.666667
seq2, epoch0, step: 40, training: 0.4375, loss_tr: 11877.6, loss_t: 11133.4, testing: 0.277778, t2y: 0.666667
seq2, epoch0, step: 50, training: 0.5625, loss_tr: 9255.33, loss_t: 6594.85, testing: 0.277778, t2y: 0.666667
seq2, epoch0, step: 60, training: 0.75, loss_tr: 7689, loss_t: 5431.27, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 70, training: 0.9375, loss_tr: 6684.95, loss_t: 3380.88, testing: 0.444444, t2y: 0.666667
seq2, epoch1, step: 80, training: 0.5625, loss_tr: 4940.42, loss_t: 2616.23, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 90, training: 0.625, loss_tr: 4701.35, loss_t: 3663.75, testing: 0.444444, t2y: 0.5
seq2, epoch1, step: 100, training: 0.5625, loss_tr: 3998.41, loss_t: 3448.05, testing: 0.444444, t2y: 0.833333
seq2, epoch1, step: 110, training: 0.875, loss_tr: 3767.38, loss_t: 4020.36, testing: 0.388889, t2y: 0.833333
seq2, epoch1, step: 120, training: 0.875, loss_tr: 2691.33, loss_t: 1611.81, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 130, training: 0.8125, loss_tr: 2820.47, loss_t: 1783.45, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 140, training: 0.875, loss_tr: 2100.98, loss_t: 1375.71, testing: 0.555556, t2y: 0.5
seq2, epoch1, step: 150, training: 0.8125, loss_tr: 1845.67, loss_t: 1370.98, testing: 0.555556, t2y: 0.833333
seq2, epoch2, step: 160, training: 1, loss_tr: 1677.6, loss_t: 1246.6, testing: 0.555556, t2y: 0.833333
seq2, epoch2, step: 170, training: 1, loss_tr: 2466.41, loss_t: 634.181, testing: 0.611111, t2y: 1
seq2, epoch2, step: 180, training: 0.875, loss_tr: 2466.97, loss_t: 915.701, testing: 0.611111, t2y: 0.833333
seq2, epoch2, step: 190, training: 0.875, loss_tr: 2910.05, loss_t: 1035.95, testing: 0.611111, t2y: 0.833333
seq2, epoch2, step: 200, training: 0.875, loss_tr: 3077.28, loss_t: 1250.16, testing: 0.611111, t2y: 0.833333
seq2, epoch2, step: 210, training: 0.875, loss_tr: 3264.08, loss_t: 924.162, testing: 0.611111, t2y: 1
seq2, epoch2, step: 220, training: 0.875, loss_tr: 2162.62, loss_t: 687.065, testing: 0.666667, t2y: 0.833333
seq2, epoch2, step: 230, training: 0.875, loss_tr: 2335.42, loss_t: 760.364, testing: 0.666667, t2y: 0.833333
seq2, epoch3, step: 240, training: 1, loss_tr: 2228.73, loss_t: 967.046, testing: 0.666667, t2y: 1
seq2, epoch3, step: 250, training: 1, loss_tr: 2788.43, loss_t: 910.404, testing: 0.666667, t2y: 1
seq2, epoch3, step: 260, training: 1, loss_tr: 1817.84, loss_t: 578.558, testing: 0.666667, t2y: 1
seq2, epoch3, step: 270, training: 0.875, loss_tr: 1464.17, loss_t: 371.875, testing: 0.666667, t2y: 1
seq2, epoch3, step: 280, training: 0.9375, loss_tr: 528.335, loss_t: 333.687, testing: 0.666667, t2y: 1
seq2, epoch3, step: 290, training: 0.9375, loss_tr: 373.506, loss_t: 538.245, testing: 0.666667, t2y: 0.833333
seq2, epoch3, step: 300, training: 1, loss_tr: 258.839, loss_t: 850.561, testing: 0.666667, t2y: 0.833333
seq2, epoch3, step: 310, training: 1, loss_tr: 418.202, loss_t: 1143.79, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 320, training: 1, loss_tr: 338.481, loss_t: 1041.23, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 330, training: 0.9375, loss_tr: 397.091, loss_t: 993.825, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 340, training: 1, loss_tr: 182.582, loss_t: 920.825, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 350, training: 1, loss_tr: 408.34, loss_t: 914.538, testing: 0.666667, t2y: 1
seq2, epoch4, step: 360, training: 1, loss_tr: 620.438, loss_t: 838.135, testing: 0.666667, t2y: 1
seq2, epoch4, step: 370, training: 1, loss_tr: 582.273, loss_t: 675.987, testing: 0.666667, t2y: 1
seq2, epoch4, step: 380, training: 1, loss_tr: 584.137, loss_t: 685.936, testing: 0.666667, t2y: 1
seq2, epoch4, step: 390, training: 0.9375, loss_tr: 571.791, loss_t: 691.764, testing: 0.666667, t2y: 1
seq2, epoch5, step: 400, training: 1, loss_tr: 858.712, loss_t: 564.934, testing: 0.666667, t2y: 1
seq2, epoch5, step: 410, training: 1, loss_tr: 679.288, loss_t: 460.4, testing: 0.666667, t2y: 1
seq2, epoch5, step: 420, training: 1, loss_tr: 496.658, loss_t: 526.614, testing: 0.666667, t2y: 1
seq2, epoch5, step: 430, training: 0.9375, loss_tr: 374.47, loss_t: 897.903, testing: 0.666667, t2y: 1
seq2, epoch5, step: 440, training: 1, loss_tr: 382.598, loss_t: 1169.34, testing: 0.666667, t2y: 1
seq2, epoch5, step: 450, training: 1, loss_tr: 291.31, loss_t: 1371.92, testing: 0.666667, t2y: 1
seq2, epoch5, step: 460, training: 1, loss_tr: 56.3265, loss_t: 1204.77, testing: 0.666667, t2y: 1
seq2, epoch5, step: 470, training: 1, loss_tr: 473.642, loss_t: 1007.28, testing: 0.666667, t2y: 1
seq2, epoch6, step: 480, training: 1, loss_tr: 477.182, loss_t: 771.079, testing: 0.666667, t2y: 1
seq2, epoch6, step: 490, training: 1, loss_tr: 610.953, loss_t: 749.075, testing: 0.666667, t2y: 1
seq2, epoch6, step: 500, training: 0.9375, loss_tr: 534.575, loss_t: 850.764, testing: 0.666667, t2y: 1
seq2, epoch6, step: 510, training: 1, loss_tr: 600.144, loss_t: 952.104, testing: 0.666667, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.3125, loss_tr: 25968, loss_t: 30356.9, testing: 0.166667, t2y: 0.333333
seq3, epoch0, step: 10, training: 0.4375, loss_tr: 23275.5, loss_t: 23100.7, testing: 0.277778, t2y: 0.5
seq3, epoch0, step: 20, training: 0.375, loss_tr: 20537.3, loss_t: 15212.7, testing: 0.222222, t2y: 0.333333
seq3, epoch0, step: 30, training: 0.3125, loss_tr: 16047.3, loss_t: 9626.56, testing: 0.222222, t2y: 0.5
seq3, epoch0, step: 40, training: 0.75, loss_tr: 11571.2, loss_t: 8298.57, testing: 0.222222, t2y: 0.666667
seq3, epoch0, step: 50, training: 0.3125, loss_tr: 7163.17, loss_t: 8691, testing: 0.333333, t2y: 0.5
seq3, epoch0, step: 60, training: 0.8125, loss_tr: 4381.67, loss_t: 5956.71, testing: 0.444444, t2y: 0.833333
seq3, epoch0, step: 70, training: 0.4375, loss_tr: 5441.74, loss_t: 6517.48, testing: 0.333333, t2y: 0.333333
seq3, epoch1, step: 80, training: 0.75, loss_tr: 6433.4, loss_t: 4821.51, testing: 0.388889, t2y: 0.666667
seq3, epoch1, step: 90, training: 0.6875, loss_tr: 7663.09, loss_t: 5446.5, testing: 0.388889, t2y: 0.833333
seq3, epoch1, step: 100, training: 0.5625, loss_tr: 7553.7, loss_t: 5395.35, testing: 0.5, t2y: 0.666667
seq3, epoch1, step: 110, training: 0.625, loss_tr: 5808.81, loss_t: 7041.25, testing: 0.555556, t2y: 0.666667
seq3, epoch1, step: 120, training: 0.75, loss_tr: 4616.62, loss_t: 6015.25, testing: 0.555556, t2y: 0.833333
seq3, epoch1, step: 130, training: 0.9375, loss_tr: 2984.26, loss_t: 6346.53, testing: 0.611111, t2y: 0.666667
seq3, epoch1, step: 140, training: 0.875, loss_tr: 3021.26, loss_t: 5798.59, testing: 0.611111, t2y: 0.833333
seq3, epoch1, step: 150, training: 0.9375, loss_tr: 1991.02, loss_t: 6046.91, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 160, training: 0.75, loss_tr: 1729.39, loss_t: 5546.42, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 170, training: 0.875, loss_tr: 2405.88, loss_t: 5418.2, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 180, training: 0.875, loss_tr: 3046.3, loss_t: 4649.87, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 190, training: 0.875, loss_tr: 2884.89, loss_t: 4657.58, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 200, training: 0.875, loss_tr: 1750.76, loss_t: 4525.52, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 210, training: 1, loss_tr: 789.125, loss_t: 4606.23, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 220, training: 0.875, loss_tr: 440.048, loss_t: 4242.57, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 230, training: 0.875, loss_tr: 388.212, loss_t: 4186.02, testing: 0.666667, t2y: 0.666667
seq3, epoch3, step: 240, training: 0.9375, loss_tr: 630.739, loss_t: 4338.86, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 250, training: 0.9375, loss_tr: 870.394, loss_t: 3931.99, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 260, training: 0.8125, loss_tr: 660.377, loss_t: 3268.74, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 270, training: 1, loss_tr: 359.579, loss_t: 3225.08, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 280, training: 0.9375, loss_tr: 147.872, loss_t: 2930.45, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 290, training: 0.9375, loss_tr: 73.9106, loss_t: 3106.59, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 300, training: 0.9375, loss_tr: 225.795, loss_t: 3720.58, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 310, training: 1, loss_tr: 353.237, loss_t: 4220.14, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 320, training: 0.9375, loss_tr: 449.435, loss_t: 4031.41, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 330, training: 0.9375, loss_tr: 506.74, loss_t: 3567.33, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 340, training: 0.9375, loss_tr: 544.934, loss_t: 3400.55, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 350, training: 1, loss_tr: 880.312, loss_t: 3296.14, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 360, training: 1, loss_tr: 989.571, loss_t: 3095.67, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 370, training: 0.8125, loss_tr: 1149.65, loss_t: 2790.01, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 380, training: 1, loss_tr: 751.437, loss_t: 2488.22, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 390, training: 1, loss_tr: 444.744, loss_t: 2700.81, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 400, training: 0.9375, loss_tr: 348.534, loss_t: 3312.26, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 410, training: 0.9375, loss_tr: 368.508, loss_t: 4061.34, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 420, training: 1, loss_tr: 344.476, loss_t: 3989.78, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 430, training: 0.875, loss_tr: 309.214, loss_t: 3819.2, testing: 0.611111, t2y: 0.833333
seq3, epoch5, step: 440, training: 0.9375, loss_tr: 280.666, loss_t: 3584.07, testing: 0.611111, t2y: 0.833333
seq3, epoch5, step: 450, training: 0.875, loss_tr: 280.666, loss_t: 3191.48, testing: 0.611111, t2y: 0.833333
seq3, epoch5, step: 460, training: 0.9375, loss_tr: 24.7873, loss_t: 2678.59, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 470, training: 0.9375, loss_tr: 70.5478, loss_t: 2362.11, testing: 0.666667, t2y: 0.833333
seq3, epoch6, step: 480, training: 0.9375, loss_tr: 70.5478, loss_t: 2133.24, testing: 0.666667, t2y: 0.833333
seq3, epoch6, step: 490, training: 0.875, loss_tr: 374.11, loss_t: 1866.81, testing: 0.666667, t2y: 0.833333
seq3, epoch6, step: 500, training: 1, loss_tr: 365.257, loss_t: 1734.11, testing: 0.666667, t2y: 0.833333
seq3, epoch6, step: 510, training: 1, loss_tr: 365.764, loss_t: 2024.29, testing: 0.666667, t2y: 0.833333
 
The list of Classification Accuracy: [1.0, 0.66666666666666663, 0.66666666666666663]
 [1.0, 1.0, 0.83333333333333337]
 Mean Classification Accuracy is 0.777777777778, and top2 mean accuracy is 0.944444444444
__________________________________________________________________________________________________
 
-------------------------------------------------------------------------
---------------------------- RUN 4 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.375, loss_tr: 18568, loss_t: 17425.2, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.375, loss_tr: 21794.6, loss_t: 15441.6, testing: 0.222222, t2y: 0.5
seq1, epoch0, step: 20, training: 0.4375, loss_tr: 19598.6, loss_t: 10596.1, testing: 0.333333, t2y: 1
seq1, epoch0, step: 30, training: 0.5625, loss_tr: 19741.7, loss_t: 5580.92, testing: 0.5, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.5625, loss_tr: 16061.4, loss_t: 2591.89, testing: 0.611111, t2y: 0.833333
seq1, epoch0, step: 50, training: 0.8125, loss_tr: 12965.8, loss_t: 2216.44, testing: 0.666667, t2y: 1
seq1, epoch0, step: 60, training: 0.8125, loss_tr: 8977.48, loss_t: 1696.99, testing: 0.666667, t2y: 1
seq1, epoch0, step: 70, training: 0.75, loss_tr: 5413.48, loss_t: 1407.74, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 80, training: 0.75, loss_tr: 8863.15, loss_t: 1094.31, testing: 0.722222, t2y: 1
seq1, epoch1, step: 90, training: 0.9375, loss_tr: 8199.85, loss_t: 820.548, testing: 0.777778, t2y: 1
seq1, epoch1, step: 100, training: 0.9375, loss_tr: 6572.74, loss_t: 627.961, testing: 0.833333, t2y: 1
seq1, epoch1, step: 110, training: 0.8125, loss_tr: 3102.79, loss_t: 523.053, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.9375, loss_tr: 2477.28, loss_t: 542.36, testing: 0.833333, t2y: 1
seq1, epoch1, step: 130, training: 1, loss_tr: 3020.82, loss_t: 193.055, testing: 0.833333, t2y: 1
seq1, epoch1, step: 140, training: 0.9375, loss_tr: 2784.31, loss_t: 23.9695, testing: 0.888889, t2y: 1
seq1, epoch1, step: 150, training: 0.9375, loss_tr: 2120.12, loss_t: 4.66242, testing: 0.944444, t2y: 1
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 1175.34, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch2, step: 170, training: 0.875, loss_tr: 1951.81, loss_t: 0, testing: 0.888889, t2y: 1
seq1, epoch2, step: 180, training: 1, loss_tr: 2072.72, loss_t: 0, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 190, training: 0.875, loss_tr: 2462.12, loss_t: 0, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 200, training: 1, loss_tr: 1701.76, loss_t: 35.957, testing: 0.777778, t2y: 1
seq1, epoch2, step: 210, training: 1, loss_tr: 1658.97, loss_t: 44.8116, testing: 0.777778, t2y: 1
seq1, epoch2, step: 220, training: 1, loss_tr: 1423.88, loss_t: 44.8116, testing: 0.777778, t2y: 0.833333
seq1, epoch2, step: 230, training: 0.9375, loss_tr: 1017.34, loss_t: 8.85462, testing: 0.833333, t2y: 1
seq1, epoch3, step: 240, training: 1, loss_tr: 625.342, loss_t: 0, testing: 0.833333, t2y: 0.833333
seq1, epoch3, step: 250, training: 1, loss_tr: 407.806, loss_t: 47.9731, testing: 0.777778, t2y: 0.833333
seq1, epoch3, step: 260, training: 0.9375, loss_tr: 208.081, loss_t: 195.367, testing: 0.777778, t2y: 1
seq1, epoch3, step: 270, training: 0.9375, loss_tr: 380.981, loss_t: 195.367, testing: 0.777778, t2y: 1
seq1, epoch3, step: 280, training: 1, loss_tr: 802.516, loss_t: 147.394, testing: 0.888889, t2y: 1
seq1, epoch3, step: 290, training: 1, loss_tr: 751.782, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch3, step: 300, training: 0.8125, loss_tr: 613.33, loss_t: 17.2359, testing: 0.944444, t2y: 1
seq1, epoch3, step: 310, training: 0.9375, loss_tr: 483.252, loss_t: 17.2359, testing: 0.944444, t2y: 1
seq1, epoch4, step: 320, training: 1, loss_tr: 816.805, loss_t: 17.2359, testing: 0.944444, t2y: 1
seq1, epoch4, step: 330, training: 0.9375, loss_tr: 842.451, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 340, training: 0.9375, loss_tr: 472.519, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 350, training: 0.9375, loss_tr: 310.186, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 360, training: 0.9375, loss_tr: 464.56, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 370, training: 1, loss_tr: 697.307, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 380, training: 0.875, loss_tr: 644.711, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 390, training: 0.9375, loss_tr: 794.302, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 400, training: 1, loss_tr: 606.346, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 410, training: 0.9375, loss_tr: 658.25, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 420, training: 1, loss_tr: 216.974, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 318.56, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 440, training: 1, loss_tr: 148.032, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 320.624, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 460, training: 0.875, loss_tr: 199.227, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 470, training: 0.9375, loss_tr: 388.696, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 480, training: 0.9375, loss_tr: 216.104, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 490, training: 1, loss_tr: 189.469, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 500, training: 1, loss_tr: 83.2545, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 510, training: 1, loss_tr: 83.2545, loss_t: 0, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.375, loss_tr: 24750.1, loss_t: 15883.7, testing: 0, t2y: 0.166667
seq2, epoch0, step: 10, training: 0.375, loss_tr: 23430.2, loss_t: 16842.6, testing: 0.111111, t2y: 0.5
seq2, epoch0, step: 20, training: 0.5, loss_tr: 18501.3, loss_t: 14123.2, testing: 0.222222, t2y: 0.5
seq2, epoch0, step: 30, training: 0.3125, loss_tr: 15692.1, loss_t: 11880, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 40, training: 0.4375, loss_tr: 13235.9, loss_t: 6346.65, testing: 0.444444, t2y: 0.666667
seq2, epoch0, step: 50, training: 0.5625, loss_tr: 13823.2, loss_t: 6523.52, testing: 0.388889, t2y: 0.666667
